,Unnamed: 0,Unnamed: 0.1,ID,Angle,Ra[hh],Ra[mm],Ra[ss],Dec[deg],Dec[mm],Dec[ss],X,Y,x_1,x_2,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso,exposure_starting_time_tomoe,year_tomoe,month_tomoe,day_tomoe,hh[UT]_tomoe,mm_tomoe,ss_tomoe,ra1[deg],dec1[deg],ra2[deg],dec2[deg],az1[deg],el1[deg],az2[deg],el2[deg],az_middle[deg],el_middle[deg],az3[deg]_mu_at_kiso,el3[deg]_mu_at_kiso,az4[deg]_mu_at_kiso,el4[deg]_mu_at_kiso,az_intersection,el_intersection,distance_modified,vector_az,vector_el,theta,az3[deg]_tomoe,el3[deg]_tomoe,az4[deg]_tomoe,el4[deg]_tomoe,az1_intersection_tomoe,el1_intersection_tomoe,az2_intersection_tomoe,el2_intersection_tomoe,az1_intersection_mu,el1_intersection_mu,az2_intersection_mu,el2_intersection_mu,percentage
281,281,281,589232_036,79.5,14,28,40.3147,-8,51,5.9620000000000015,37,213,12,70,2018-04-18T18:47:09.569,2018,4,19,3,47,9.56888,0.29952,93.505212,88.199207,219.185879,56.157662,32.126393,44,91,234.481106,26.562457000000002,202401.1115,235.135811,26.246968,193139.6127,2018-04-18T18:46:52.303514,2018.0,4.0,18.0,18.0,46.0,52.303514,217.13455887815223,-8.84520057921332,217.21208443889603,-8.860172033894036,235.9184135093489,25.848113486489602,235.9921116457088,25.806985655598826,235.95526257752888,25.827549571044212,226.0,30.64932918034704,241.87394191562592,23.0,235.9648599877669,25.84746618452336,0.022108409616155563,0.00959741023808647,0.019916613479143308,3.435579356532841,226.0,31.38316299608995,241.02202951703973,23.0,234.51443244768498,26.631616279504478,235.15019733723997,26.27682262860097,235.9269131467584,25.86575199404511,236.00280682877545,25.829180375001613,0.0
282,282,282,589232_054,77.5,14,29,18.08,-8,43,38.65,154,118,92,224,2018-04-18T18:47:19.759,2018,4,19,3,47,19.7588,0.2652,104.334001,90.93565,138.721729,29.099285,60.600788,42,82,231.462988,29.549970000000002,205606.9857,233.89987299999999,26.188944,199384.1762,2018-04-18T18:46:52.303514,2018.0,4.0,18.0,18.0,46.0,52.303514,217.2424402846658,-8.708504759006907,217.41888708017774,-8.74874559105988,235.83584686741267,26.06872658404079,236.00864409369504,25.97970499013111,235.9222454805539,26.024215787085947,226.0,37.0846894084612,236.21199132322624,23.0,234.6749785214157,25.119894861356954,1.5406074139990875,-1.247266959138102,-0.9043209257289959,26.79971408973489,226.0,31.13595355536816,241.7924627698333,23.0,230.47249072891233,28.831817881434294,234.60713107713482,26.701735808007033,234.62405668380657,25.19012781045889,234.72590035902496,25.04966191225503,0.0
283,283,283,589233_031,86.0,14,29,53.9266,-7,56,1.244,261,124,54,436,2018-04-18T18:47:06.942,2018,4,19,3,47,6.941839999999999,0.2308800000000001,105.225627,99.526075,171.68456899999995,65.890171,59.135447,33,69,231.20139700000001,29.876819,205395.8455,234.775109,29.40155,197146.3957,2018-04-18T18:46:52.303514,2018.0,4.0,18.0,18.0,46.0,52.303514,217.19873256170175,-7.911578903038256,217.7082322024487,-7.952056125485221,236.20628790992103,26.847626352628552,236.65010323475886,26.532899246524163,236.42819557233997,26.69026279957635,226.0,30.568554302339145,242.0,28.440709641101733,236.7537749350041,29.13840664086432,2.469698400418352,0.3255793626640866,2.448143841287969,27.766639529203964,226.0,34.08531121430249,241.63205361749894,23.0,231.26458902101749,30.351981663279854,234.5880736453987,27.99516647580036,236.51515969657004,29.170140150938806,236.992390173438,29.10667313078985,0.0
284,284,284,589243_031,85.5,14,25,31.9005,-7,50,35.786,261,61,56,423,2018-04-18T18:47:06.942,2018,4,19,3,47,6.941839999999999,0.2308800000000001,105.225627,99.526075,171.68456899999995,65.890171,59.135447,33,69,231.20139700000001,29.876819,205395.8455,234.775109,29.40155,197146.3957,2018-04-18T18:46:52.303514,2018.0,4.0,18.0,18.0,46.0,52.303514,216.10960170790264,-7.81904560098784,216.598818485295,-7.862289622048952,237.17030620637908,26.161091602836837,237.5940074123937,25.85818963324253,237.3821568093864,26.009640618039683,226.0,30.568554302339145,242.0,28.440709641101733,237.7801002953533,29.001915332194837,3.0186200461462214,0.3979434859668913,2.992274714155158,27.98546450658216,226.0,34.146690187059505,241.59206129182311,23.0,231.26836337779662,30.38036235740006,234.58952500662795,28.006079762888525,237.55213998303302,29.03223184054139,238.00806060767354,28.971598823848304,0.0
285,285,285,589243_034,82.0,14,26,34.1709,-7,47,5.896,455,15,405,485,2018-04-18T18:47:09.569,2018,4,19,3,47,9.56888,0.29952,93.505212,88.199207,219.185879,56.157662,32.126393,44,91,234.481106,26.562457000000002,202401.1115,235.135811,26.246968,193139.6127,2018-04-18T18:46:52.303514,2018.0,4.0,18.0,18.0,46.0,52.303514,216.57580549336015,-7.775019637546687,216.682322711099,-7.790933976710608,237.1580938062233,26.269789527386546,237.2556721991225,26.208709652180875,237.2068830026729,26.23924958978371,226.0,30.64932918034704,241.87394191562592,23.0,236.819610644614,25.43557925838407,0.8921131547559104,-0.38727235805893656,-0.8036703313996441,6.316325098481261,226.0,33.254276122910426,242.0,23.238964594873778,234.99311182018403,27.624975092559687,235.61289552057968,27.237017165093324,236.76807245340126,25.46041446264783,236.87114883582672,25.410744054120283,0.0
286,286,286,589331_053,17.0,14,30,20.8067,-9,36,45.213,356,177,330,373,2018-04-18T18:48:21.001,2018,4,19,3,48,21.001279999999998,0.156,104.480193,97.511841,137.310379,34.996371999999994,58.469294999999995,23,40,231.66946099999998,30.025738,203101.1157,233.271405,28.268113,199856.9392,2018-04-18T18:47:55.186701,2018.0,4.0,18.0,18.0,47.0,55.186701,217.55302422251847,-9.499841840784336,217.60870909023083,-9.68628480585058,235.18990449754884,25.330221643968297,235.3742086413733,25.43046261719548,235.28205656946102,25.38034213058189,226.0,36.24617166692281,238.0728967924313,23.0,235.621455341012,25.68967877844101,0.4592174733598802,0.3393987715509752,0.3093366478591264,76.19444147210866,230.90553363415512,23.0,242.0,29.034156817482355,213.68418161308742,13.633498243403244,222.4388971348342,18.39509060924248,235.60459329011832,25.70817952640846,235.63831739190564,25.671178030473524,0.0
287,287,287,589415_101,20.0,14,46,20.6612,-6,14,57.006,483,49,475,490,2018-04-18T18:50:01.072,2018,4,19,3,50,1.07216,0.25272,104.390435,101.745837,208.185688,74.95364599999998,43.185068,44,81,232.34705499999998,29.092493,208477.7686,233.705301,29.826171000000002,199005.5736,2018-04-18T18:49:11.329032,2018.0,4.0,18.0,18.0,49.0,11.329032000000002,221.57557351717412,-6.2200899726317145,221.595294007526,-6.2746127335452,234.73073053287902,30.296982867975288,234.78974889164917,30.324570214596058,234.7602397122641,30.31077654128568,226.0,25.664031132054163,242.0,34.3066834939974,234.72459762564802,30.37676014932357,0.07499463226158179,-0.03564208661612156,0.0659836080378966,3.3232872683674763,226.0,26.215919034920887,242.0,33.69490616926993,232.30812298411155,29.164567199924747,233.7089717855662,29.819375335127717,234.6959858833804,30.36130506545556,234.75320936791553,30.392215233191575,0.0
288,288,288,589416_050,94.0,14,44,1.1589,-5,23,32.555,106,8,1,195,2018-04-18T18:49:35.597,2018,4,19,3,49,35.59735999999999,0.22152,117.720409,107.549527,139.499435,40.783394,61.019707,29,66,232.122955,33.625871000000004,207587.4196,235.07485,31.190549,202314.5904,2018-04-18T18:49:11.329032,2018.0,4.0,18.0,18.0,49.0,11.329032000000002,220.9488878288469,-5.401729485489147,221.2062118750457,-5.384468288217971,235.75627430346557,30.69865087209721,235.96255518557786,30.51315979693583,235.85941474452167,30.60590533451652,226.8209992321569,38.0,242.0,25.47728001573733,235.82867303759525,30.568642791424626,0.048306828320919086,-0.03074170692644884,-0.03726254309189159,2.4396551571289447,227.63659125454706,38.0,242.0,25.08419266053832,232.28395226002135,33.82101850282337,235.13208849802106,31.259928751883233,235.72177514830568,30.656833862428353,235.93557092688488,30.480451720420906,0.0
289,289,289,589423_035,140.0,14,40,52.0775,-8,2,26.41800000000001,279,196,230,312,2018-04-18T18:49:28.546,2018,4,19,3,49,28.546159999999997,0.22776,106.82150700000001,97.814058,96.072972,47.309936,58.39086800000001,30,71,231.88116800000003,31.016144,201923.8272,234.07808599999998,27.811044,203300.638,2018-04-18T18:49:11.329032,2018.0,4.0,18.0,18.0,49.0,11.329032000000002,220.151142066543,-8.117437838171227,220.26131002525761,-7.988938747864653,234.54651759732656,27.968296093186442,234.55162356619584,28.13679085993461,234.54907058176116,28.05254347656053,227.0941226797892,38.0,237.37578939845608,23.0,234.11601554448453,27.755708305619287,0.5250216986167645,-0.4330550372766879,-0.2968351709412467,36.1641993514259,234.39596119919742,23.0,234.850512604665,38.0,234.69737414111938,32.9464968636035,234.55158757065635,28.13560302268362,234.15448752060945,27.699581253686535,234.0775435683596,27.811835357552063,0.0
290,290,290,589426_050,94.5,14,41,24.6963,-5,26,32.844,371,50,240,500,2018-04-18T18:49:35.597,2018,4,19,3,49,35.59735999999999,0.22152,117.720409,107.549527,139.499435,40.783394,61.019707,29,66,232.122955,33.625871000000004,207587.4196,235.07485,31.190549,202314.5904,2018-04-18T18:49:11.329032,2018.0,4.0,18.0,18.0,49.0,11.329032000000002,220.17894954614414,-5.455247705088875,220.52406644436402,-5.4298718575807365,236.30145614304368,30.206330255242623,236.5730497694033,29.95444596572339,236.43725295622352,30.080388110483014,226.8209992321569,38.0,242.0,25.47728001573733,236.43046615368584,30.07216171229955,0.010664629189910462,-0.006786802537675385,-0.008226398183463601,3.3210584518342414,227.89795057837338,38.0,242.0,24.921325264724004,232.33595788894647,33.884055405539264,235.14653503446598,31.277439643132567,236.28784137838642,30.189827568650053,236.57309092898524,29.95449585594906,0.0
291,291,291,589515_023,84.0,14,45,6.3171,-6,17,35.111999999999995,250,83,72,387,2018-04-18T18:50:25.162,2018,4,19,3,50,25.16168,0.20592,115.577092,109.92554399999999,116.618021,63.86900600000001,64.22152,23,61,231.096546,32.292021000000005,210892.52,234.490339,30.260259,212086.0398,2018-04-18T18:50:14.215521,2018.0,4.0,18.0,18.0,50.0,14.215521,221.0395108017033,-6.267465160618923,221.45853091253758,-6.312816386669258,235.04318094233787,30.003467775669012,235.4346773386144,29.757908758223486,235.2389291404761,29.880688266946247,226.0,35.343170110759566,242.0,25.764450371517967,235.20870149624835,29.83019693607847,0.05884798185459661,-0.03022764422775026,-0.05049133086777857,1.1895562937740054,226.0,35.675639085297405,242.0,25.639929136250203,231.1778925779004,32.427899831601586,234.52949673571678,30.325666882109974,235.0104892870127,29.948860636151238,235.40691370548404,29.71153323600568,0.0
292,292,292,589525_023,83.0,14,41,48.6384,-6,12,12.249,448,17,388,485,2018-04-18T18:50:25.162,2018,4,19,3,50,25.16168,0.20592,115.577092,109.92554399999999,116.618021,63.86900600000001,64.22152,23,61,231.096546,32.292021000000005,210892.52,234.490339,30.260259,212086.0398,2018-04-18T18:50:14.215521,2018.0,4.0,18.0,18.0,50.0,14.215521,220.37280214720943,-6.193439523623563,220.50192916392132,-6.20953354523051,235.93365792029635,29.440575504420465,236.054690886376,29.36560792737216,235.9941744033362,29.40309171589632,226.0,35.343170110759566,242.0,25.764450371517967,235.97516467027702,29.37133844017407,0.03700865398893543,-0.01900973305913567,-0.03175327572224873,0.8663002100612234,226.0,35.59346334674032,242.0,25.68309535671989,231.15971920829907,32.39754359177652,234.5227900503985,30.31446424041945,235.9140953600638,29.407898803124148,236.03623398049024,29.334778077224,0.0
293,293,293,589532_048,81.0,14,35,30.9246,-8,43,12.314,97,112,1,210,2018-04-18T18:50:38.562,2018,4,19,3,50,38.56208,0.15288,98.752321,93.545683,92.93114399999999,53.498798,55.722391,22,49,231.772459,29.26461500000001,196425.6345,233.271515,27.20488,198336.1781,2018-04-18T18:50:14.215521,2018.0,4.0,18.0,18.0,50.0,14.215521,218.75051496840703,-8.698679465729173,219.0298115292344,-8.745215409648653,235.2153721328397,26.584394064135733,235.4780870922804,26.432378866291604,235.34672961256007,26.508386465213672,226.0,37.19609710498145,236.33178760462144,23.0,234.32147348972302,25.76221458267754,1.2680388778354983,-1.0252561228370212,-0.7461718825361281,23.898186260614644,226.0,31.91670030571123,241.40997605753716,23.0,231.2457975327643,28.881315676335333,233.65752444314296,27.485814087054962,234.23982568073095,25.87440041819957,234.40312129871512,25.650028747155496,0.0
294,294,294,589542_048,81.0,14,32,46.1432,-8,36,8.624,403,27,326,471,2018-04-18T18:50:38.562,2018,4,19,3,50,38.56208,0.15288,98.752321,93.545683,92.93114399999999,53.498798,55.722391,22,49,231.772459,29.26461500000001,196425.6345,233.271515,27.20488,198336.1781,2018-04-18T18:50:14.215521,2018.0,4.0,18.0,18.0,50.0,14.215521,218.0894839703891,-8.584760716908901,218.28308550103992,-8.617952778144678,235.9181519850833,26.17854659355055,236.099593891328,26.07268279529998,236.00887293820568,26.125614694425263,226.0,37.19609710498145,236.33178760462144,23.0,234.73286779777507,25.19695000610698,1.578165777646472,-1.2760051404305557,-0.928664688318282,23.69143825647461,226.0,31.965375350471817,241.36592131276524,23.0,231.2636089574189,28.894278665747596,233.66645833664265,27.492316091756535,234.67627008079802,25.27471647952605,234.7894655147521,25.119183532687888,0.0
295,295,295,589613_018,97.5,14,45,31.3249,-7,55,22.511999999999997,332,104,202,422,2018-04-18T18:51:25.281,2018,4,19,3,51,25.28096,0.19344,104.952603,98.171501,137.774553,53.457779,59.648318999999994,29,59,231.42620699999998,29.980364,204267.4627,234.367719,28.235232,201386.5018,2018-04-18T18:51:17.099810,2018.0,4.0,18.0,18.0,51.0,17.09981,221.20693174870144,-7.944811944109813,221.5006777147889,-7.907662470269326,234.01269846449787,28.66761307197764,234.2324452957394,28.44676874479784,234.12257188011864,28.55719090838773,226.0,33.199608889813106,242.0,23.707173706818814,234.04511164061688,28.42662759053133,0.1518119516814905,-0.07746023950176095,-0.1305633178564065,14.463031565016545,226.0,36.720329879264085,239.65214607528583,23.0,231.90442142104018,30.786419621043493,234.3958127042478,28.282585419781043,233.9153873485284,28.50359005517568,234.17483593270538,28.349665125886975,100.0
296,296,296,589625_016,15.5,14,39,40.8031,-6,18,6.914,48,93,44,56,2018-04-18T18:51:25.796,2018,4,19,3,51,25.79576,0.14664000000000002,105.025123,98.86269899999999,123.170831,33.145021,49.850831,24,44,233.13462,29.656444,206304.8833,234.297002,27.989595,204309.0401,2018-04-18T18:51:17.099810,2018.0,4.0,18.0,18.0,51.0,17.09981,219.9147804034171,-6.282839575860947,219.93048277650382,-6.34008886147977,236.52965093153045,28.782195895339516,236.58717883805664,28.81349416649272,236.55841488479354,28.797845030916115,227.3162169470589,38.0,237.7765105909341,23.0,234.65769070948062,27.472369496930394,2.3172478895909467,-1.9007241753129165,-1.3254755339857205,83.65846187893455,226.0,23.053500208254164,242.0,31.75835961806588,215.3828812328858,17.27721732044149,231.54369307448798,26.069567009789434,234.65562183436163,27.47533625176936,234.65975958459964,27.469402742091425,0.0
297,297,297,589713_030,98.0,14,45,34.0135,-8,6,48.809,341,248,271,448,2018-04-18T18:52:35.450,2018,4,19,3,52,35.44976,0.21528000000000005,101.622919,93.522345,140.126339,46.352333,55.86403000000001,23,63,231.67352200000002,28.959068,203853.3728,234.416856,26.916054,200129.9732,2018-04-18T18:52:19.973800,2018.0,4.0,18.0,18.0,52.0,19.9738,221.2982405377544,-8.126192266997572,221.53455062830588,-8.094224625362044,234.06500095329238,28.377720870348163,234.23952393248157,28.19845784163345,234.15226244288692,28.28808935599081,226.0,33.18424979532938,239.67528500931462,23.0,233.58939612476016,27.53227940658669,0.9423731594754996,-0.5628663181267655,-0.7558099494041173,9.09183715111963,226.0,36.661767499571624,239.3005248327571,23.0,232.4647143409888,30.021471316655724,234.88110904288615,27.53944725973923,233.49032811608285,27.60605727274516,233.68846413343755,27.458501540428234,100.0
298,298,298,589716_108,99.0,14,45,13.2649,-5,41,54.114,270,239,40,400,2018-04-18T18:53:13.810,2018,4,19,3,53,13.81016,0.16848,105.505579,99.87459799999999,138.646329,56.550647,59.347751,39,53,231.466387,29.845775,206113.8975,234.161333,28.421836,203656.1318,2018-04-18T18:52:19.973800,2018.0,4.0,18.0,18.0,52.0,19.9738,220.99957781170102,-5.745545591795992,221.47798942718828,-5.671642726340058,235.97171142683342,30.13995314719945,236.3183704809847,29.76331239280095,236.1450409539091,29.9516327700002,226.0,32.73407095783845,242.0,24.28008931961644,235.08020628312423,27.93632738353841,2.2793263646979827,-1.064834670784819,-2.0153053864617902,19.522822581265306,228.73734717985212,38.0,242.0,23.590292526079452,233.20824862236327,33.14242114266576,235.39831296334708,30.7629434521467,234.86691861529957,28.049023010253975,235.29349395094889,27.823631756822888,0.0
299,299,299,589722_053,143.0,14,40,35.5716,-8,42,37.62,230,96,179,273,2018-04-18T18:52:46.151,2018,4,19,3,52,46.15136,0.18408,106.68503500000001,99.24173499999999,135.668095,42.264567,54.975590000000004,24,51,233.385394,30.823809999999998,202733.9915,235.633919,28.874107000000002,199670.6516,2018-04-18T18:52:19.973800,2018.0,4.0,18.0,18.0,52.0,19.9738,220.0798542776855,-8.799839576658082,220.20579727662343,-8.635026487264412,234.74438583074127,26.892419919973477,234.7646443293201,27.09817409368115,234.75451508003067,26.995297006827315,226.0,37.22770803892863,242.0,23.354058424181204,236.0618725570253,28.50302714365293,1.9956036024586423,1.3073574769946106,1.5077301368256182,54.69454205914154,234.36113925063023,23.0,235.83803506861906,38.0,235.35513371989109,33.095442655675335,234.85055055271147,27.970675278379115,236.10701054762814,28.46388785203184,236.0167345664225,28.542166435273995,0.0
300,300,300,589744_076,157.5,14,32,42.528,-7,5,20.899,376,95,322,410,2018-04-18T18:52:57.995,2018,4,19,3,52,57.99488,0.25895999999999997,88.471186,85.49080500000002,85.25380600000003,69.14032900000001,31.065352,35,84,230.527942,25.382276,199460.2157,231.859298,23.859564000000002,203589.6771,2018-04-18T18:52:19.973800,2018.0,4.0,18.0,18.0,52.0,19.9738,218.10334258120724,-7.260609501283512,218.22345215548492,-6.9813799739534605,237.5244459638735,26.68975461518706,237.64369967226952,26.97409556678594,237.58407281807152,26.831925090986505,226.0,30.56101979107018,232.61084240812446,23.0,232.86669673402162,22.70737169299907,6.266225167612089,-4.717376084049847,-4.124553397987434,63.91761222281601,235.97694843156881,23.0,242.0,37.360980782328966,240.70972807347903,34.284538528726884,238.93042226698145,30.04207501954371,232.91131220698182,22.656343631337005,232.8220812610615,22.758399754661056,0.0
301,301,301,589813_093,134.0,14,45,16.3489,-8,4,25.581999999999997,286,218,225,335,2018-04-18T18:54:09.349,2018,4,19,3,54,9.34928,0.22776,108.317438,101.314915,56.887944999999995,44.15935,43.440618,34,66,234.192812,31.353585,202834.4836,234.329889,28.665739000000002,205027.9037,2018-04-18T18:53:22.859788,2018.0,4.0,18.0,18.0,53.0,22.859788,221.2363009469984,-8.151148852825008,221.38382685667648,-8.011536674817139,234.47460759934376,28.167240967344714,234.4924613525337,27.965803279912954,234.4835344759388,28.06652212362884,233.85385261432273,38.0,234.6188350575133,23.0,234.36076766116787,28.060261159768423,0.12292636201176076,-0.1227668147708698,-0.006260963860412971,2.145495600430514,233.60311401150832,38.0,234.93258865581893,23.0,234.19219946145435,31.353553761251117,234.42997251121514,28.67084314192883,234.35562128539385,28.16117280460127,234.36591403694192,27.95934951493558,0.0
302,302,302,589813_094,134.5,14,46,3.0057,-7,53,7.527,431,75,362,478,2018-04-18T18:54:09.349,2018,4,19,3,54,9.34928,0.22776,108.317438,101.314915,56.887944999999995,44.15935,43.440618,34,66,234.192812,31.353585,202834.4836,234.329889,28.665739000000002,205027.9037,2018-04-18T18:53:22.859788,2018.0,4.0,18.0,18.0,53.0,22.859788,221.4200518415402,-7.974742743354387,221.57547702180756,-7.824509589883388,234.4554129857201,28.433185036170894,234.4720945051311,28.21858065004773,234.4637537454256,28.3258828431093,233.85385261432273,38.0,234.6188350575133,23.0,234.34752356703328,28.31995524005337,0.11638123064782042,-0.1162301783923283,-0.005927603055933872,1.5252605177627196,233.711770172059,38.0,234.87774257218285,23.0,234.22826539050814,31.35539308141935,234.4369119567993,28.67119704553132,234.34204383957612,28.427403342410916,234.3530032944905,28.212507137695837,0.0
303,303,303,589814_104,79.0,14,44,58.6766,-7,1,20.807,227,29,148,333,2018-04-18T18:54:13.967,2018,4,19,3,54,13.966879999999998,0.21216,107.166058,101.408263,154.41807,61.76746,58.09721999999999,21,65,232.46900000000002,29.959236999999998,208620.4519,235.8938,28.889707,203855.4103,2018-04-18T18:53:22.859788,2018.0,4.0,18.0,18.0,53.0,22.859788,221.1393048202792,-7.001896595419705,221.3856137741728,-7.050014464402545,235.2051126769046,28.88320029218077,235.4486252871077,28.754529298022426,235.32686898200612,28.8188647951016,226.0,31.97943951401544,242.0,26.98280321408549,235.39740331471668,29.04472660605321,0.2366192083015813,0.0705343327105652,0.2258618109516135,10.508726031420348,226.0,33.74714141822393,242.0,25.292811661680418,232.56810421671628,30.27658398550747,235.79451006070735,28.571765302161253,235.2681601215554,29.085087932957503,235.526646507878,29.004365279148928,100.0
304,304,304,589822_043,100.5,14,40,41.3238,-8,40,29.035999999999998,248,69,76,407,2018-04-18T18:53:43.709,2018,4,19,3,53,43.70912,0.32448,99.514703,99.01792900000001,75.868444,87.380286,32.084508,53,105,232.853556,29.126069,198716.4583,234.04937400000003,27.782691999999997,205936.3327,2018-04-18T18:53:22.859788,2018.0,4.0,18.0,18.0,53.0,22.859788,219.94189806954608,-8.716678688495426,220.3847216798724,-8.635994335014026,234.83297079410804,27.041903946959405,235.1356091618248,26.68799187729702,234.98428997796643,26.86494791212821,226.0,36.82532549104775,238.30672631588462,23.0,234.91846772699697,26.80635569824505,0.0881227340157626,-0.06582225096943263,-0.05859221388315916,1.139623759995858,226.0,37.37137736632428,238.28929601676177,23.0,232.96552386749977,29.225738111037217,234.13461832375376,27.85857293047786,234.76368963970458,26.98023276195591,235.0732458142894,26.632478634534152,0.0
305,305,305,589822_093,142.5,14,41,43.8377,-8,49,58.021,443,188,387,486,2018-04-18T18:54:09.349,2018,4,19,3,54,9.34928,0.22776,108.317438,101.314915,56.887944999999995,44.15935,43.440618,34,66,234.192812,31.353585,202834.4836,234.329889,28.665739000000002,205027.9037,2018-04-18T18:53:22.859788,2018.0,4.0,18.0,18.0,53.0,22.859788,220.35759823732064,-8.92910925651909,220.49029265740842,-8.758723440888527,234.634992612752,26.806370260187716,234.65368570916542,27.02071831604,234.64433916095868,26.91354428811385,233.85385261432273,38.0,234.6188350575133,23.0,234.41983279370152,26.902094726158104,0.22479813479653155,-0.22450636725719164,-0.011449561955750198,7.903590616902275,234.30304257021055,23.0,235.6111787466098,38.0,235.03529802755543,31.396550801314223,234.7992338869863,28.68967503988972,234.4252601186033,26.795674148468365,234.4144054687997,27.008515303847858,0.0
306,306,306,589825_103,70.0,14,41,32.6958,-6,24,59.718999999999994,399,178,297,455,2018-04-18T18:54:13.967,2018,4,19,3,54,13.966879999999998,0.21216,107.166058,101.408263,154.41807,61.76746,58.09721999999999,21,65,232.46900000000002,29.959236999999998,208620.4519,235.8938,28.889707,203855.4103,2018-04-18T18:53:22.859788,2018.0,4.0,18.0,18.0,53.0,22.859788,220.25074153882358,-6.366987411610505,220.4606351225193,-6.443833585392157,236.4452121714963,28.70936658338233,236.67892207143868,28.62356825252347,236.56206712146752,28.6664674179529,226.0,31.97943951401544,242.0,26.98280321408549,236.56620621068947,28.67972141996066,0.013885266609222551,0.004139089221979475,0.013254002007759173,2.8158761359222138,226.0,32.54395711635519,242.0,26.670122528773362,232.52779505769334,30.147507841947395,235.89998924405546,28.909525913953882,236.4475283379027,28.716783305408466,236.68488408347622,28.64265953451287,0.0
307,307,307,589832_043,101.0,14,36,26.5954,-8,52,0.7909999999999999,272,221,95,437,2018-04-18T18:53:43.709,2018,4,19,3,53,43.70912,0.32448,99.514703,99.01792900000001,75.868444,87.380286,32.084508,53,105,232.853556,29.126069,198716.4583,234.04937400000003,27.782691999999997,205936.3327,2018-04-18T18:53:22.859788,2018.0,4.0,18.0,18.0,53.0,22.859788,218.87347149649486,-8.910302168137267,219.3319784465046,-8.826394318229509,235.5495626523473,26.200124048022623,235.85671024467442,25.83122974354369,235.70313644851086,26.015676895783162,226.0,36.82532549104775,238.30672631588462,23.0,235.65803470518884,25.97552921088465,0.06038214846625156,-0.045101743322078384,-0.04014768489850695,1.8928053513900025,226.0,37.66946113780807,238.21403967073505,23.0,233.0027758643105,29.258898280015995,234.1541983326298,27.8760022351735,235.49853954608457,26.15470541357762,235.81752986429294,25.796353008191705,0.0
308,308,308,589914_008,77.0,14,46,7.6964,-7,0,59.713,443,24,392,482,2018-04-18T18:54:29.127,2018,4,19,3,54,29.126959999999997,0.18095999999999998,107.63453899999999,101.379154,142.149927,57.43731,65.511487,27,48,232.234427,30.296899,207526.4737,235.363912,28.789147999999997,204404.9939,2018-04-18T18:54:25.739077,2018.0,4.0,18.0,18.0,54.0,25.739077,221.46417581555352,-7.000967502314298,221.58398987802613,-7.028522578179227,235.2756266994827,28.856255562053708,235.39726864786698,28.796726273544067,235.33644767367485,28.826490917798893,226.0,33.30057645609168,242.0,25.59195474996428,235.3270197253344,28.806922286829728,0.021721361097269385,-0.009427948340487543,-0.0195686309691574,0.3520101155134805,226.0,33.395573332243174,242.0,25.565473364218178,232.25300908636734,30.335467941791627,235.37323074644928,28.808489971739228,235.26601818533007,28.83631214904126,235.38802126533858,28.777532424618236,80.23880599004191
309,309,309,589941_110,33.0,14,31,44.9528,-9,30,40.236,220,110,209,229,2018-04-18T18:55:20.716,2018,4,19,3,55,20.716160000000002,0.21216,102.621071,95.670645,121.500623,54.0314,57.729507,27,67,231.372098,29.323443,203627.7817,234.308198,27.142818,203154.7312,2018-04-18T18:54:25.739077,2018.0,4.0,18.0,18.0,54.0,25.739077,217.92287035478688,-9.488586382639204,217.9491153193657,-9.529658489004603,236.33697599057885,24.57913707933137,236.38864744489518,24.591348972892145,236.36281171773697,24.585243026111755,226.0,33.313270049913136,239.886290487154,23.0,236.85661457259368,25.250123306831533,0.8281950538095574,0.49380285485668196,0.6648802807197747,49.89820816203085,229.6552677814609,23.0,242.0,25.9175210545875,226.04137952557048,22.145903297954675,231.56689059993835,23.451787833272075,236.8428861993286,25.260319292646393,236.87034294585868,25.239927321016612,0.0
310,310,310,590041_085,167.0,14,37,15.9637,-9,29,57.676,33,103,14,50,2018-04-18T18:56:23.915,2018,4,19,3,56,23.91488,0.14664000000000002,102.842024,96.547311,132.10586,35.37042,50.104171,21,34,232.11060600000002,29.341351,203948.387,233.484694,27.697048,201429.4406,2018-04-18T18:55:41.463607,2018.0,4.0,18.0,18.0,55.0,41.463607,219.2895168799338,-9.607761700120989,219.340598267071,-9.402316295090513,235.4632549407752,25.209717823005658,235.57633996913185,25.394903486933323,235.5197974549535,25.30231065496949,226.0,36.65361031499162,237.40985699746687,23.0,235.49983496980028,25.28562868619656,0.026015166646309148,-0.019962485153257603,-0.016681968772935818,71.29499679310062,234.1138740147634,23.0,242.0,35.914154045106955,244.10923945895067,39.36820021960386,240.62683998415687,33.665496084737406,235.52214556075475,25.258930707873294,235.4775243788458,25.3123266645198,0.0
